city,dataset_key,resolution,distance_bin_label,distance_bin_left_km,distance_bin_right_km,pair_count,median_distance_km,median_pearson_correlation,p10_pearson_correlation,p90_pearson_correlation,median_mean_abs_difference_ugm3,p10_mean_abs_difference_ugm3,p90_mean_abs_difference_ugm3,median_semivariance_ugm3_sq,p10_semivariance_ugm3_sq,p90_semivariance_ugm3_sq
Lucknow,lucknow_lcs,monthly,20-50 km,20.0,50.0,685,27.66019714718431,0.9757091195524672,0.8747516565480072,0.9917479648966285,15.151509042063152,6.636600850893493,32.811299754704145,232.63992032176307,39.55008404263949,1092.6311311345303
Lucknow,lucknow_lcs,monthly,50+ km,50.0,inf,15,57.44652624565009,0.9757679854980523,0.9480150743967058,0.9881484736103032,15.72440373430583,7.920478683264667,27.89848190483677,229.29967562344748,54.30390767294551,874.899350559328
Lucknow,lucknow_lcs,total_period,0-1 km,0.0,1.0,3,0.9293717355206341,,,,31.21491226568174,25.827351140539093,41.15461655468327,487.18537387710415,337.1542603279966,859.2009470506047
Lucknow,lucknow_lcs,total_period,1-2 km,1.0,2.0,30,1.5875627007731408,,,,15.652587014374575,1.8959367993805993,30.389526613745648,122.68883564779176,1.8369000663676112,461.79475177951105
Lucknow,lucknow_lcs,total_period,2-5 km,2.0,5.0,252,3.73310298497067,,,,14.154544407096624,2.434925522025536,45.37497650362305,100.17652680545598,2.9645164783213436,1029.5235946007094
Lucknow,lucknow_lcs,total_period,5-10 km,5.0,10.0,600,7.612561793632969,,,,14.787760391834276,3.1531248143362,39.74723591089369,109.33922732211423,4.971431449286993,789.9216034126174
Lucknow,lucknow_lcs,total_period,10-20 km,10.0,20.0,900,14.007645226808593,,,,14.848017195430067,2.5462748520068845,39.12337938940156,110.23217011004618,3.2420749130533517,765.3196335274174
Lucknow,lucknow_lcs,total_period,20-50 km,20.0,50.0,685,27.66019714718431,,,,17.11919551299063,3.024509950609141,40.44322399744908,146.53342750599924,4.573831691877586,817.9051041067054
Lucknow,lucknow_lcs,total_period,50+ km,50.0,inf,15,57.44652624565009,,,,16.976565488251936,5.65914913170424,37.5381764405885,144.10188788845335,16.14603489971941,739.2324577546365
Lucknow,lucknow_lcs,weekly,0-1 km,0.0,1.0,3,0.9293717355206341,0.9815232287979212,0.9765348222675914,0.9897135471808809,27.089476999835576,11.254124959202475,40.951780139582816,659.5270999084928,209.06376389001468,1394.3540553532553
Lucknow,lucknow_lcs,weekly,1-2 km,1.0,2.0,30,1.5875627007731408,0.9615185132848627,0.8628510246675762,0.9909594145606468,11.728401873675043,6.330008154610253,20.084758656968724,155.37132944872386,42.103272952132286,417.4159507143673
Lucknow,lucknow_lcs,weekly,2-5 km,2.0,5.0,252,3.73310298497067,0.9717383885790027,0.89238558541586,0.9908845542340299,11.517584026821591,5.529794803500532,27.54503511724421,149.74390680832093,33.63067020592162,918.2884959863215
Lucknow,lucknow_lcs,weekly,5-10 km,5.0,10.0,600,7.612561793632969,0.9706782178295872,0.8938092262348671,0.9902714333716438,11.521685097198795,5.469058868827969,27.834594625211995,148.935985853903,29.794380368678972,857.8910659744898
Lucknow,lucknow_lcs,weekly,10-20 km,10.0,20.0,900,14.007645226808593,0.9680770419605582,0.8892227643056723,0.9883990516685517,11.148025696680438,5.716105833150918,26.2230741210017,144.58848021294605,32.95052729513828,754.527744382488
Lucknow,lucknow_lcs,weekly,20-50 km,20.0,50.0,685,27.66019714718431,0.9633859716676549,0.8319154523885995,0.986207881171691,15.026629898903192,6.516517303839887,33.261397770241,256.5859479953576,45.11777268450016,1233.7613343550252
Lucknow,lucknow_lcs,weekly,50+ km,50.0,inf,15,57.44652624565009,0.9693301650912262,0.911007430278245,0.983348672910554,17.236316120751404,10.265939661413267,27.363886523589134,443.4228211811494,147.98374935433384,858.882235573797
