dataset_key,city,network,sample_size,n_sensors_available,n_draws_completed,reference_mean_ugm3,best_ape_pct,ape_median_pct,ape_p95_pct,worst_ape_pct,best_absolute_error_ugm3,absolute_error_median_ugm3,absolute_error_p95_ugm3,worst_absolute_error_ugm3
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,21,277,10000,10.253490712654873,0.00020340013235435597,1.3633764521996798,4.400266353808487,8.923700665752154,2.085561368048161e-05,0.13979367790481767,0.4511809019198304,0.9149908189880183
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,22,277,10000,10.253490712654873,0.00015844409142821305,1.3362726998585834,4.264372869598634,10.004823802188394,1.624605019934222e-05,0.13701459717574238,0.4372470761372701,1.025843679374871
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,23,277,10000,10.253490712654873,1.2469005418556876e-05,1.3416040217731262,4.185409273773672,9.174372806300116,1.2785083125521624e-06,0.13756124377311174,0.4291505511729792,0.9406934636383166
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,24,277,10000,10.253490712654873,0.0003813314199131227,1.2889400607718842,4.139300586286895,9.12293205612452,3.909978172522699e-05,0.13216134942293323,0.4244228011837955,0.935418991096542
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,25,277,10000,10.253490712654873,0.0003347716618424645,1.2738591922726625,4.023823503425927,7.9127513982380275,3.432578125561747e-05,0.13061503397197782,0.4125823692174014,0.8113332297338047
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,26,277,10000,10.253490712654873,0.00011559552005164775,1.2516316632869193,3.9054457149190007,7.715734547843223,1.1852575912740804e-05,0.12833593635177198,0.40044451366699746,0.7911321252762082
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,27,277,10000,10.253490712654873,0.00015933249865897095,1.2458772364423585,3.902213260883171,8.704257426239742,1.6337142952238537e-05,0.12774590672969843,0.4001130742926428,0.8924902268050641
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,28,277,10000,10.253490712654873,0.0002940374331808964,1.2102076943853257,3.7169920176679616,7.247229070683711,3.014910090293199e-05,0.12408853354763405,0.3811214313217074,0.7430939596873785
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,29,277,10000,10.253490712654873,4.183625689425188e-05,1.1760842279468473,3.7530256668877473,9.075004207308499,4.289676715174551e-06,0.12058968708552875,0.3848161381978888,0.930504713569416
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,30,277,10000,10.253490712654873,0.0002367304667796804,1.170584222613046,3.613594727174266,7.733915316824966,2.4273136425279063e-05,0.12002574454943193,0.37051959974379955,0.7929962887352406
chicago_lcs_corrected_all,Chicago,LCS corrected,2,286,10000,10.257711723328933,0.00026562707197332687,3.869219500975965,13.11988782613326,49.692386514143486,2.7247259302143334e-05,0.3968933823529408,1.3458002716288768,5.097301757063223
chicago_lcs_corrected_all,Chicago,LCS corrected,3,286,10000,10.257711723328933,0.0010421829442139494,3.2466163418542333,11.071431272327294,37.01217590288734,0.00010690412204716893,0.33302854510989466,1.1356755035618222,3.7966023066496017
